          21         531
 -8.3514598E-05 -1.5723298E-04 -1.0800758E-04 -6.5535176E-05 -3.0629570E-05
 -5.1432180E-06 -8.1055435E-07 -5.3551594E-07 -1.9899838E-07 -4.2064698E-08
 -4.3567699E-05 -8.3784784E-05 -6.0290036E-05 -4.0953219E-05 -1.9971023E-05
 -3.1192590E-06 -3.0092437E-07 -1.1001536E-07  6.7950666E-08  3.3975333E-08
 -3.3127144E-05
 -8.1016602E-05 -1.4978915E-04 -1.0179656E-04 -6.3433559E-05 -3.0344825E-05
 -5.2257296E-06 -8.3158670E-07 -5.5654829E-07 -2.1679497E-07 -4.5300443E-08
 -4.8513539E-05 -9.2975919E-05 -6.6695196E-05 -4.5206605E-05 -2.2071023E-05
 -3.4913699E-06 -3.8505377E-07 -1.8443751E-07  1.6178729E-08  1.9414475E-08
 -3.2857060E-05
 -8.1476079E-05 -1.4863399E-04 -1.0016251E-04 -6.3617998E-05 -3.0911080E-05
 -5.4134030E-06 -8.7365140E-07 -5.9214148E-07 -2.4591668E-07 -5.5007682E-08
 -5.3965770E-05 -1.0304233E-04 -7.3645577E-05 -4.9840193E-05 -2.4374875E-05
 -3.9120168E-06 -4.8536191E-07 -2.7180266E-07 -4.8536187E-08  0.0000000E+00
 -2.0116568E-05
 -8.3627856E-05 -1.5109962E-04 -1.0117854E-04 -6.5096734E-05 -3.1940046E-05
 -5.6463764E-06 -9.2542331E-07 -6.3744193E-07 -2.7827414E-07 -6.4714918E-08
 -5.9673624E-05 -1.1344848E-04 -8.0735095E-05 -5.4609682E-05 -2.6779033E-05
 -4.3650211E-06 -5.9214148E-07 -3.7211078E-07 -1.1972260E-07 -2.2650221E-08
 -2.1196902E-05
 -8.6627391E-05 -1.5559408E-04 -1.0378655E-04 -6.7212917E-05 -3.3130804E-05
 -5.8793503E-06 -9.7719521E-07 -6.8921389E-07 -3.1710309E-07 -8.0893649E-08
 -6.5232634E-05 -1.2342430E-04 -8.7455737E-05 -5.9159142E-05 -2.9092591E-05
 -4.8147899E-06 -7.0862836E-07 -4.7565464E-07 -1.9738050E-07 -4.5300443E-08
 -2.7790666E-05
 -9.0277310E-05 -1.6131488E-04 -1.0724233E-04 -6.9769150E-05 -3.4496286E-05
 -6.1317382E-06 -1.0322029E-06 -7.3775004E-07 -3.5269630E-07 -8.7365137E-08
 -7.1636176E-05 -1.3491118E-04 -9.5211821E-05 -6.4378401E-05 -3.1745902E-05
 -5.3260378E-06 -8.3482246E-07 -5.8890578E-07 -2.7827414E-07 -7.1186406E-08
 -2.8349459E-05
 -9.3564828E-05 -1.6637235E-04 -1.1024834E-04 -7.1972696E-05 -3.5667628E-05
 -6.3420621E-06 -1.0775034E-06 -7.7981474E-07 -3.8505377E-07 -1.0030812E-07
 -7.8211211E-05 -1.4665371E-04 -1.0310380E-04 -6.9685026E-05 -3.4450986E-05
 -5.8502287E-06 -9.7072382E-07 -7.1186412E-07 -3.6563929E-07 -9.7072373E-08
 -2.6449561E-05
 -9.6137250E-05 -1.7007081E-04 -1.1231921E-04 -7.3532326E-05 -3.6499212E-05
 -6.4876704E-06 -1.1098608E-06 -8.0893648E-07 -4.1093972E-07 -1.0677962E-07
 -8.4731240E-05 -1.5813738E-04 -1.1070458E-04 -7.4839569E-05 -3.7104299E-05
 -6.3776552E-06 -1.1066251E-06 -8.3158670E-07 -4.5300442E-07 -1.1972260E-07
 -4.1835010E-05
 -9.7929849E-05 -1.7237788E-04 -1.1347437E-04 -7.4425392E-05 -3.6965161E-05
 -6.5588570E-06 -1.1260396E-06 -8.2835095E-07 -4.2711847E-07 -1.1325110E-07
 -9.1115369E-05 -1.6931687E-04 -1.1806589E-04 -7.9832324E-05 -3.9683189E-05
 -6.8986101E-06 -1.2425264E-06 -9.5778080E-07 -5.4360532E-07 -1.4884431E-07
 -5.2023679E-05
 -9.9586548E-05 -1.7436140E-04 -1.1438685E-04 -7.5082251E-05 -3.7285499E-05
 -6.5944500E-06 -1.1357469E-06 -8.3805821E-07 -4.4006146E-07 -1.1648685E-07
 -9.8078694E-05 -1.8146064E-04 -1.2607113E-04 -8.5248961E-05 -4.2478870E-05
 -7.4616300E-06 -1.3913707E-06 -1.0904464E-06 -6.3744193E-07 -1.7796603E-07
 -6.7688525E-05
 -9.9825993E-05 -1.7329684E-04 -1.1303755E-04 -7.4464224E-05 -3.7097827E-05
 -6.5685640E-06 -1.1389825E-06 -8.4776542E-07 -4.5300442E-07 -1.1972260E-07
 -1.0457283E-04 -1.9210299E-04 -1.3272383E-04 -9.0070222E-05 -4.5151599E-05
 -8.0537711E-06 -1.5563937E-06 -1.2425264E-06 -7.4745731E-07 -2.1032348E-07
 -2.0839274E-04
 -9.9347104E-05 -1.7094446E-04 -1.1085666E-04 -7.3195806E-05 -3.6525100E-05
 -6.4553133E-06 -1.1195681E-06 -8.3805821E-07 -4.4976869E-07 -1.2295834E-07
 -1.1118670E-04 -2.0296863E-04 -1.3953507E-04 -9.4969138E-05 -4.7850212E-05
 -8.6491491E-06 -1.7246525E-06 -1.3946064E-06 -8.5747268E-07 -2.4591668E-07
 -3.3112243E-04
 -9.7502729E-05 -1.6651471E-04 -1.0749148E-04 -7.0833710E-05 -3.5240508E-05
 -6.1576243E-06 -1.0483817E-06 -7.7981474E-07 -4.1741123E-07 -1.1325110E-07
 -1.1719224E-04 -2.1314182E-04 -1.4605833E-04 -9.9411824E-05 -5.0167004E-05
 -9.1280390E-06 -1.8540824E-06 -1.5110934E-06 -9.4160208E-07 -2.6856691E-07
 -3.5300851E-04
 -9.4755582E-05 -1.6059978E-04 -1.0323000E-04 -6.7695037E-05 -3.3480264E-05
 -5.7466846E-06 -9.4807353E-07 -6.9568534E-07 -3.6240354E-07 -9.7072373E-08
 -1.2321721E-04 -2.2350591E-04 -1.5280163E-04 -1.0388362E-04 -5.2451440E-05
 -9.5875148E-06 -1.9770407E-06 -1.6211087E-06 -1.0192599E-06 -2.9121713E-07
 -3.3693388E-04
 -9.0811205E-05 -1.5259454E-04 -9.7645105E-05 -6.3569467E-05 -3.1182884E-05
 -5.2257296E-06 -8.1864368E-07 -5.8890578E-07 -2.9121713E-07 -7.4422154E-08
 -1.2872444E-04 -2.3293163E-04 -1.5892042E-04 -1.0791213E-04 -5.4509375E-05
 -1.0008162E-05 -2.0902919E-06 -1.7246525E-06 -1.0936822E-06 -3.1386736E-07
 -3.1391159E-04
 -8.5585481E-05 -1.4279346E-04 -9.1144488E-05 -5.8463458E-05 -2.8205997E-05
 -4.5203369E-06 -6.4067768E-07 -4.3358995E-07 -1.8767327E-07 -4.5300443E-08
 -1.3341628E-04 -2.4138988E-04 -1.6464123E-04 -1.1135496E-04 -5.6107834E-05
 -1.0289672E-05 -2.1647140E-06 -1.7926033E-06 -1.1389825E-06 -3.3004608E-07
 -1.7302111E-04
 -7.9308134E-05 -1.2967251E-04 -8.1544029E-05 -5.2140811E-05 -2.5122332E-05
 -3.9734960E-06 -5.4036957E-07 -3.5593206E-07 -1.4560857E-07 -3.5593203E-08
 -1.3429316E-04 -2.4089481E-04 -1.6315925E-04 -1.1085666E-04 -5.6230791E-05
 -1.0457930E-05 -2.2456077E-06 -1.8702611E-06 -1.2004617E-06 -3.4946055E-07
 -5.0794333E-05
 -7.7619072E-05 -1.2000087E-04 -7.1383787E-05 -4.7368085E-05 -2.4012470E-05
 -4.1838193E-06 -6.8597814E-07 -5.0477638E-07 -2.6209543E-07 -7.1186406E-08
 -1.3718593E-04 -2.3831916E-04 -1.5704046E-04 -1.0949764E-04 -5.7233872E-05
 -1.1185974E-05 -2.5174104E-06 -2.1258850E-06 -1.3881349E-06 -4.0446824E-07
 -1.3168901E-05
 -7.7104589E-05 -1.1188239E-04 -6.2113380E-05 -4.2446514E-05 -2.2242517E-05
 -4.0446826E-06 -7.0215685E-07 -5.3066231E-07 -2.9121713E-07 -8.0893649E-08
 -1.4592891E-04 -2.4572253E-04 -1.5738021E-04 -1.1187592E-04 -5.9602440E-05
 -1.1981967E-05 -2.7697986E-06 -2.3556231E-06 -1.5563937E-06 -4.5624017E-07
 -1.4789402E-05
 -7.0112139E-05 -9.6764983E-05 -5.0992119E-05 -3.4946057E-05 -1.8408158E-05
 -3.2875178E-06 -5.3389806E-07 -3.9152525E-07 -2.0061624E-07 -5.5007682E-08
 -1.4966296E-04 -2.4943071E-04 -1.5835093E-04 -1.1314757E-04 -6.0586106E-05
 -1.2282891E-05 -2.8701065E-06 -2.4494595E-06 -1.6243445E-06 -4.7565464E-07
 -8.9984387E-05
 -6.1207371E-05 -7.9482859E-05 -3.9220475E-05 -2.6779033E-05 -1.4156389E-05
 -2.4300452E-06 -3.3651759E-07 -2.2650221E-07 -9.7072373E-08 -2.2650221E-08
 -1.5205740E-04 -2.5224904E-04 -1.5964847E-04 -1.1441274E-04 -6.1505059E-05
 -1.2554694E-05 -2.9607074E-06 -2.5335889E-06 -1.6890593E-06 -4.9506912E-07
 -2.3180619E-04
 -5.2639116E-05 -6.3808911E-05 -2.9267321E-05 -1.8838513E-05 -9.4419065E-06
 -1.2781196E-06 -2.2650221E-08  5.1771934E-08  9.7072373E-08  3.2357459E-08
 -1.5935401E-04 -2.6548325E-04 -1.6889947E-04 -1.2012060E-04 -6.4145424E-05
 -1.2985049E-05 -3.0545441E-06 -2.6112468E-06 -1.7408313E-06 -5.1124783E-07
 -3.3343211E-04
 -3.8667164E-05 -4.3074251E-05 -1.8802919E-05 -8.6103200E-06 -2.3718017E-06
  7.0539261E-07  5.5978404E-07  5.7596276E-07  4.6271165E-07  1.4237281E-07
 -1.6478036E-04 -2.8082391E-04 -1.8273875E-04 -1.2673769E-04 -6.5960681E-05
 -1.2871797E-05 -2.9542359E-06 -2.5141746E-06 -1.6631734E-06 -4.8859761E-07
 -3.8636848E-04
 -2.1042055E-05 -1.7366248E-05 -5.7175630E-06  2.7536198E-06  4.7436033E-06
  2.4753456E-06  1.0354387E-06  9.9660974E-07  7.5392882E-07  2.2650221E-07
 -1.5974554E-04 -2.7867538E-04 -1.8551825E-04 -1.2625557E-04 -6.4591957E-05
 -1.2321721E-05 -2.7892129E-06 -2.3653301E-06 -1.5596295E-06 -4.5624017E-07
 -3.8657337E-04
 -8.0375930E-06  4.1870553E-06  7.1251125E-06  1.2732660E-05  1.0454695E-05
  3.7631726E-06  1.3622490E-06  1.2813554E-06  9.4807353E-07  2.8474562E-07
 -1.5730578E-04 -2.7615798E-04 -1.8514291E-04 -1.2506158E-04 -6.3630941E-05
 -1.2056389E-05 -2.7212623E-06 -2.3070868E-06 -1.5208005E-06 -4.4653294E-07
 -3.1143427E-04
 -5.1027714E-06  9.7331240E-06  1.1574263E-05  1.5013861E-05  1.1134201E-05
  3.6790432E-06  1.2813554E-06  1.1939902E-06  8.7688716E-07  2.6533115E-07
 -1.4352474E-04 -2.4932070E-04 -1.6559253E-04 -1.1219626E-04 -5.7376245E-05
 -1.0972414E-05 -2.4979959E-06 -2.1226492E-06 -1.4043137E-06 -4.1093972E-07
 -1.6823411E-04
 -1.1522491E-05  3.8149442E-06  1.1839595E-05  1.3929886E-05  9.5519217E-06
  2.9963007E-06  1.0386744E-06  9.6425231E-07  7.0862836E-07  2.1355923E-07
 -1.4107852E-04 -2.3674012E-04 -1.5166588E-04 -1.0397746E-04 -5.4185799E-05
 -1.0681198E-05 -2.4882886E-06 -2.1226492E-06 -1.4140210E-06 -4.1417547E-07
 -6.9160014E-05
 -1.2878269E-05  8.2220304E-06  1.8605539E-05  1.7838667E-05  1.1179503E-05
  3.2066241E-06  1.0580889E-06  9.7719521E-07  7.1186412E-07  2.1355923E-07
 -1.4899639E-04 -2.4141899E-04 -1.4943646E-04 -1.0375420E-04 -5.4732642E-05
 -1.0965943E-05 -2.5885968E-06 -2.2164859E-06 -1.4819716E-06 -4.3682570E-07
 -6.5620989E-05
 -6.5912145E-06  2.1598604E-05  2.8196289E-05  2.4148372E-05  1.4272875E-05
  3.7696439E-06  1.1810472E-06  1.0775034E-06  7.7657899E-07  2.2973796E-07
 -1.5070163E-04 -2.4115044E-04 -1.4792536E-04 -1.0352769E-04 -5.5085336E-05
 -1.1169795E-05 -2.6597831E-06 -2.2876723E-06 -1.5337436E-06 -4.5300442E-07
 -2.2787601E-04
 -4.3035420E-06  2.8744749E-05  3.4240664E-05  2.6806536E-05  1.4814863E-05
  3.6305069E-06  1.1001536E-06  9.9822762E-07  7.1509982E-07  2.1355923E-07
 -1.5218684E-04 -2.3885953E-04 -1.4427544E-04 -1.0330119E-04 -5.6190347E-05
 -1.1731197E-05 -2.8490742E-06 -2.4607848E-06 -1.6583198E-06 -4.8859761E-07
 -3.4257770E-04
  4.9183336E-07  4.0187962E-05  4.2485342E-05  3.2370401E-05  1.7618637E-05
  4.2097054E-06  1.2489979E-06  1.1325111E-06  8.0570072E-07  2.3944520E-07
 -1.6446326E-04 -2.5728063E-04 -1.5549701E-04 -1.1207006E-04 -6.1320621E-05
 -1.2894448E-05 -3.1451450E-06 -2.7212623E-06 -1.8346680E-06 -5.4036957E-07
 -4.3833628E-04
  3.1613238E-06  4.5666082E-05  4.5776098E-05  3.3765009E-05  1.7916325E-05
  4.1611693E-06  1.2231119E-06  1.1098608E-06  7.8952201E-07  2.3620944E-07
 -1.6942366E-04 -2.6440574E-04 -1.6018561E-04 -1.1691397E-04 -6.4646971E-05
 -1.3774570E-05 -3.3878259E-06 -2.9348216E-06 -1.9802765E-06 -5.8243427E-07
 -8.4802508E-04
  1.4593214E-06  4.2605065E-05  4.3710072E-05  3.0666783E-05  1.5193445E-05
  3.2519247E-06  9.4160208E-07  8.5100118E-07  6.0508449E-07  1.7958389E-07
 -1.6651148E-04 -2.5781777E-04 -1.5550994E-04 -1.1590280E-04 -6.5535176E-05
 -1.4369947E-05 -3.5949138E-06 -3.1241127E-06 -2.1194135E-06 -6.2449897E-07
 -1.2371223E-03
 -6.3032330E-06  3.3697059E-05  4.0746130E-05  2.6720789E-05  1.2014324E-05
  2.2795830E-06  6.4876707E-07  5.8728790E-07  4.1902911E-07  1.2457622E-07
