  0.3800000      0.9688448      0.9430413     -0.7964588    
  0.3900000      0.9691125      0.9426331     -0.7926359    
  0.4000000      0.9688734      0.9421529     -0.7909817    
  0.4100000      0.9686052      0.9416260     -0.7880654    
  0.4200000      0.9684826      0.9410412     -0.7867614    
  0.4300000      0.9683671      0.9405923     -0.7851242    
  0.4400000      0.9679484      0.9400232     -0.7834798    
  0.4500000      0.9679344      0.9395604     -0.7820945    
  0.4600000      0.9676674      0.9389324     -0.7809284    
  0.4700000      0.9675522      0.9385263     -0.7780079    
  0.4800000      0.9672469      0.9379002     -0.7787234    
  0.4900000      0.9669671      0.9373899     -0.7772399    
  0.5000000      0.9665515      0.9367736     -0.7764624    
  0.5100000      0.9664920      0.9363194     -0.7748541    
  0.5200000      0.9663811      0.9358243     -0.7732401    
  0.5300000      0.9661586      0.9352391     -0.7720664    
  0.5400000      0.9659483      0.9347548     -0.7704232    
  0.5500000      0.9657513      0.9342657     -0.7688830    
  0.5600000      0.9652483      0.9336728     -0.7685624    
  0.5700000      0.9653360      0.9332435     -0.7667248    
  0.5800000      0.9650237      0.9327210     -0.7650594    
  0.5900000      0.9648434      0.9321842     -0.7636746    
  0.6000000      0.9647645      0.9317334     -0.7618961    
  0.6100000      0.9644438      0.9311822     -0.7609166    
  0.6200000      0.9643216      0.9308016     -0.7573885    
  0.6300000      0.9641780      0.9302444     -0.7583895    
  0.6400000      0.9639705      0.9297712     -0.7559841    
  0.6500000      0.9636556      0.9292348     -0.7549238    
  0.6600000      0.9635718      0.9288296     -0.7515912    
  0.6700000      0.9634459      0.9283115     -0.7523094    
  0.6799999      0.9632499      0.9278432     -0.7505216    
  0.6900000      0.9631564      0.9273551     -0.7489453    
  0.7000000      0.9629306      0.9269177     -0.7466584    
  0.7100000      0.9627150      0.9264644     -0.7454327    
  0.7200000      0.9626015      0.9260193     -0.7432845    
  0.7300000      0.9624096      0.9255722     -0.7412578    
  0.7400000      0.9622356      0.9250958     -0.7399538    
  0.7500000      0.9619784      0.9246419     -0.7379996    
  0.7600000      0.9618914      0.9241743     -0.7368634    
  0.7700000      0.9615884      0.9236743     -0.7357846    
  0.7800000      0.9614213      0.9232748     -0.7325901    
  0.7900000      0.9612186      0.9227958     -0.7317834    
  0.8000000      0.9610136      0.9223841     -0.7287565    
  0.8099999      0.9609650      0.9219813     -0.7267584    
  0.8200000      0.9606760      0.9215235     -0.7242951    
  0.8300000      0.9605108      0.9210066     -0.7245975    
  0.8400000      0.9601546      0.9204875     -0.7242000    
  0.8500000      0.9600316      0.9200587     -0.7213853    
  0.8600000      0.9600135      0.9197541     -0.7171602    
  0.8700000      0.9598776      0.9192176     -0.7176447    
  0.8800000      0.9595131      0.9187956     -0.7144004    
  0.8900000      0.9595518      0.9183484     -0.7133244    
  0.9000000      0.9593118      0.9179123     -0.7113045    
  0.9100000      0.9592697      0.9174478     -0.7104964    
  0.9200000      0.9588619      0.9169792     -0.7089730    
  0.9300000      0.9586676      0.9165163     -0.7073454    
  0.9400000      0.9586170      0.9161189     -0.7047899    
  0.9500000      0.9585388      0.9156982     -0.7030908    
  0.9600000      0.9582856      0.9151552     -0.7034976    
  0.9700000      0.9581681      0.9147158     -0.7019421    
  0.9800000      0.9580213      0.9142851     -0.7002060    
  0.9900000      0.9578678      0.9138293     -0.6994317    
   1.000000      0.9575121      0.9132866     -0.6995282    
